»’∆⁄,÷ ¡øµ»º∂,AQI÷∏ ˝,µ±ÃÏAQI≈≈√˚,PM2.5,PM10,So2,No2,Co,O3
2016-04-07,”≈,33,31,18,31,7,30,1.19,36
2016-04-08,¡º,56,133,31,54,15,37,1.13,69
2016-04-09,”≈,46,97,29,46,8,42,1.00,62
2016-04-10,¡º,64,179,38,76,17,42,1.06,56
2016-04-11,¡º,71,198,43,83,19,32,0.99,73
2016-04-12,¡º,64,151,39,75,13,33,1.00,54
2016-04-13,¡º,59,114,29,55,10,25,0.81,93
2016-04-14,¡º,64,126,38,80,16,35,0.89,56
2016-04-15,¡º,51,76,24,51,6,23,0.69,67
2016-04-16,”≈,37,16,15,31,9,21,0.78,60
2016-04-17,”≈,42,55,20,38,10,20,0.74,72
2016-04-18,¡º,53,146,23,53,11,24,0.70,83
2016-04-19,¡º,68,228,33,82,16,41,0.89,60
2016-04-20,¡º,52,145,31,54,13,40,1.09,24
2016-04-21,”≈,37,20,13,30,8,23,0.72,59
2016-04-22,”≈,45,58,23,45,13,32,0.91,41
2016-04-23,”≈,35,17,18,30,10,22,0.70,55
2016-04-24,”≈,45,88,18,30,10,16,0.70,79
2016-04-25,”≈,43,60,25,40,11,21,0.84,49
2016-04-26,”≈,30,16,16,27,7,25,0.87,35
2016-04-27,”≈,49,88,30,53,11,27,0.88,50
2016-04-28,¡º,58,105,24,53,12,23,0.68,88
2016-04-29,¡º,64,105,31,68,16,32,0.79,86
2016-04-30,¡º,79,189,43,104,36,39,0.76,66
2016-05-01,¡º,58,91,27,63,31,23,0.76,61
2016-05-02,”≈,46,48,16,45,17,21,0.78,47
2016-05-03,¡º,63,181,18,70,11,21,0.56,90
2016-05-04,¡º,69,179,31,87,20,38,0.80,61
2016-05-05,”≈,40,33,17,38,11,21,0.79,61
2016-05-06,¡º,57,101,24,58,26,28,0.86,59
2016-05-07,¡º,52,134,23,55,12,20,0.94,72
2016-05-08,”≈,50,123,27,56,9,20,0.97,45
2016-05-09,”≈,45,63,28,44,10,25,0.99,29
2016-05-10,”≈,45,83,27,45,6,21,0.88,69
2016-05-11,¡º,72,147,44,84,23,35,0.99,73
2016-05-12,¡º,79,185,44,102,25,46,1.04,68
2016-05-13,¡º,80,272,37,99,16,21,0.87,101
2016-05-14,¡º,86,304,61,103,16,27,1.04,80
2016-05-15,¡º,54,216,26,59,7,23,0.86,60
2016-05-16,¡º,59,141,19,59,11,22,0.69,74
2016-05-17,¡º,61,85,24,66,13,29,0.78,76
2016-05-18,¡º,66,97,33,80,24,35,0.91,62
2016-05-19,¡º,61,95,38,71,21,34,1.02,52
2016-05-20,”≈,37,42,20,31,5,20,0.97,63
2016-05-21,”≈,38,70,11,21,7,14,0.71,76
2016-05-22,”≈,45,116,14,28,9,15,0.58,88
2016-05-23,”≈,46,107,20,42,11,16,0.59,98
2016-05-24,¡º,53,107,32,55,10,27,0.88,62
2016-05-25,”≈,44,61,28,42,10,39,1.10,24
2016-05-26,”≈,32,38,16,31,5,28,1.11,26
2016-05-27,¡º,62,225,39,66,8,18,0.97,94
2016-05-28,”≈,43,107,27,42,7,18,1.11,56
2016-05-29,”≈,34,32,15,31,5,20,0.95,58
2016-05-30,¡º,61,153,33,70,17,34,1.02,49
2016-05-31,¡º,68,194,36,84,18,30,1.01,48
2016-06-01,”≈,49,129,15,42,12,15,0.74,70
2016-06-02,”≈,30,23,12,19,3,17,0.99,54
2016-06-03,”≈,26,7,9,20,3,20,0.83,47
2016-06-04,¡º,55,169,24,47,10,21,0.79,93
2016-06-05,¡º,71,248,34,69,12,30,0.95,87
2016-06-06,¡º,77,261,41,90,13,31,0.98,86
2016-06-07,¡º,66,205,31,65,11,18,0.94,94
2016-06-08,¡º,59,166,27,52,10,16,0.80,97
2016-06-09,¡º,73,244,34,59,11,13,0.95,117
2016-06-10,¡º,73,250,41,72,14,17,1.09,110
2016-06-11,”≈,33,58,12,25,3,16,0.71,57
2016-06-12,”≈,37,82,12,23,4,11,0.63,78
2016-06-13,¡º,55,157,20,43,8,17,0.73,100
2016-06-14,¡º,63,217,34,72,19,23,0.85,73
2016-06-15,”≈,33,43,13,29,9,15,0.70,45
2016-06-16,¡º,55,147,20,53,14,18,0.76,80
2016-06-17,¡º,58,152,22,56,26,18,0.75,71
2016-06-18,”≈,38,83,13,36,18,17,0.77,37
2016-06-19,”≈,29,46,10,24,6,17,0.69,36
2016-06-20,”≈,44,138,16,44,16,21,0.76,42
2016-06-21,¡º,54,191,17,51,23,19,0.71,66
2016-06-22,¡º,56,222,21,57,25,20,0.74,73
2016-06-23,¡º,61,276,24,65,29,21,0.71,72
2016-06-24,¡º,55,263,17,55,25,17,0.68,76
2016-06-25,”≈,41,127,14,33,7,13,0.69,81
2016-06-26,”≈,43,118,13,30,6,14,0.72,80
2016-06-27,”≈,49,157,22,50,11,21,0.89,48
2016-06-28,¡º,51,159,23,49,14,23,1.01,46
2016-06-29,”≈,27,33,9,25,15,15,0.70,34
2016-06-30,”≈,30,68,9,29,12,18,0.70,32
2016-07-01,”≈,33,120,10,33,18,18,0.64,30
2016-07-02,”≈,40,142,12,40,24,18,0.60,32
2016-07-03,”≈,35,108,16,34,16,21,0.72,25
2016-07-04,”≈,34,112,13,32,18,19,0.70,27
2016-07-05,”≈,35,106,13,32,8,18,0.75,47
2016-07-06,”≈,43,156,19,41,9,16,0.83,51
2016-07-07,”≈,45,155,17,40,12,17,0.85,68
2016-07-08,¡º,54,205,24,51,10,12,0.87,94
2016-07-09,”≈,49,172,20,45,9,11,0.80,92
2016-07-10,”≈,49,163,26,49,9,12,0.85,86
2016-07-11,”≈,45,139,24,44,7,12,0.86,70
2016-07-12,¡º,61,257,33,70,11,20,0.90,61
2016-07-13,¡º,57,242,27,55,17,15,0.82,67
2016-07-14,”≈,38,107,16,35,11,17,0.81,45
2016-07-15,”≈,48,202,21,47,18,16,0.77,55
2016-07-16,”≈,24,20,8,18,8,16,0.83,47
2016-07-17,”≈,28,33,9,26,9,18,0.82,34
2016-07-18,”≈,26,27,10,24,14,16,0.77,34
2016-07-19,”≈,39,113,13,38,12,18,0.78,48
2016-07-20,”≈,36,102,11,34,12,11,0.62,59
2016-07-21,”≈,44,163,14,41,17,14,0.60,69
2016-07-22,¡º,59,241,22,59,21,17,0.63,83
2016-07-23,¡º,70,276,31,78,25,23,0.74,77
2016-07-24,¡º,76,295,33,83,20,24,0.84,85
2016-07-25,¡º,82,319,43,108,14,27,0.81,87
2016-07-26,¡º,85,340,45,103,15,25,0.77,99
2016-07-27,¡º,77,299,39,86,24,20,0.75,97
2016-07-28,¡º,71,244,31,75,27,18,0.66,95
2016-07-29,¡º,64,195,25,65,27,21,0.70,88
2016-07-30,¡º,70,245,29,82,16,24,0.67,78
2016-07-31,¡º,66,266,34,70,7,16,0.72,95
2016-08-01,¡º,56,224,23,52,7,13,0.69,87
2016-08-02,”≈,38,92,12,34,6,13,0.65,59
2016-08-03,”≈,32,77,12,29,5,14,0.70,49
2016-08-04,”≈,37,109,14,34,11,12,0.64,54
2016-08-05,”≈,39,116,15,36,7,16,0.73,58
2016-08-06,”≈,46,139,19,46,8,18,0.82,60
2016-08-07,”≈,47,194,23,47,8,16,0.79,64
2016-08-08,¡º,53,260,24,54,9,19,0.88,61
2016-08-09,¡º,53,212,23,45,7,12,0.83,87
2016-08-10,”≈,37,86,13,33,5,15,0.78,51
2016-08-11,”≈,43,131,15,39,7,17,0.76,66
2016-08-12,”≈,36,67,11,31,5,11,0.69,64
2016-08-13,”≈,38,102,11,35,5,13,0.72,57
2016-08-14,”≈,36,75,12,32,5,12,0.67,58
2016-08-15,¡º,51,212,19,51,7,16,0.77,68
2016-08-16,¡º,57,236,26,59,7,14,0.87,97
2016-08-17,¡º,70,274,32,66,9,14,0.94,117
2016-08-18,”≈,43,103,13,36,6,13,0.65,74
2016-08-19,”≈,43,131,12,40,13,15,0.66,64
2016-08-20,¡º,58,237,20,61,15,17,0.67,72
2016-08-21,¡º,51,135,21,48,7,12,1.04,86
2016-08-22,¡º,64,236,37,63,6,12,1.15,109
2016-08-23,¡º,67,231,37,61,7,14,0.99,111
2016-08-24,¡º,65,192,35,60,6,13,0.98,109
2016-08-25,¡º,73,267,32,72,8,26,1.11,90
2016-08-26,¡º,68,332,30,63,7,12,0.91,116
2016-08-27,”≈,45,122,17,41,7,13,0.69,85
2016-08-28,¡º,65,239,18,47,12,18,0.70,119
2016-08-29,¡º,63,197,17,48,12,23,0.72,111
2016-08-30,¡º,71,243,27,64,13,24,0.75,115
2016-08-31,¡º,77,238,43,101,26,40,0.87,59
2016-09-01,”≈,47,135,27,50,11,18,0.68,58
2016-09-02,¡º,64,225,31,72,22,31,0.87,68
2016-09-03,¡º,70,209,36,81,11,30,0.80,78
2016-09-04,¡º,60,154,32,68,13,26,0.81,87
2016-09-05,¡º,63,190,34,74,17,27,0.87,87
2016-09-06,”≈,48,129,20,40,6,14,0.69,83
2016-09-07,”≈,49,139,14,35,9,18,0.68,90
2016-09-08,¡º,66,218,29,71,13,28,0.79,78
2016-09-09,¡º,91,288,64,120,15,26,0.95,88
2016-09-10,¡º,65,228,45,67,9,17,0.86,60
2016-09-11,¡º,63,244,44,70,7,20,0.87,41
2016-09-12,”≈,44,96,20,42,10,17,0.76,52
2016-09-13,¡º,62,190,29,63,9,23,0.80,80
2016-09-14,¡º,56,154,25,51,11,16,0.83,91
2016-09-15,”≈,45,133,23,45,10,15,0.95,48
2016-09-16,”≈,25,41,11,24,8,14,0.78,36
2016-09-17,”≈,32,62,13,28,9,14,0.66,62
2016-09-18,”≈,49,161,23,50,18,19,0.85,57
2016-09-19,¡º,76,341,37,72,13,19,0.85,109
2016-09-20,¡º,62,236,27,63,16,24,0.78,105
2016-09-21,¡º,66,199,35,78,21,31,0.91,96
2016-09-22,¡º,82,253,46,99,19,33,1.04,96
2016-09-23,¡º,100,311,57,136,15,46,1.10,82
2016-09-24,«·∂»Œ€»æ,101,301,69,144,16,39,1.07,82
2016-09-25,«·∂»Œ€»æ,109,319,74,149,20,40,1.19,79
2016-09-26,¡º,88,287,54,112,18,37,1.11,86
2016-09-27,¡º,92,322,47,102,21,25,1.04,124
2016-09-28,¡º,69,326,23,86,7,15,0.79,53
2016-09-29,”≈,23,18,7,21,3,17,0.77,35
2016-09-30,”≈,27,19,7,26,3,19,0.81,35
2016-10-01,”≈,43,91,20,43,9,26,0.90,37
2016-10-02,¡º,60,220,36,70,11,31,1.11,27
2016-10-03,”≈,33,35,12,28,8,20,0.96,58
2016-10-04,”≈,49,119,21,50,14,28,1.09,56
2016-10-05,¡º,68,230,36,70,17,23,1.02,92
2016-10-06,¡º,74,267,49,87,17,23,1.14,78
2016-10-07,”≈,42,95,20,39,6,17,0.92,71
2016-10-08,”≈,50,181,22,55,11,17,0.89,78
2016-10-09,¡º,65,277,30,64,15,22,0.98,96
2016-10-10,¡º,55,181,21,52,16,25,0.88,84
2016-10-11,¡º,59,207,25,60,19,23,0.84,91
2016-10-12,¡º,55,163,33,59,14,30,0.95,37
2016-10-13,¡º,61,184,37,69,22,29,0.96,51
2016-10-14,¡º,68,227,48,76,11,28,0.97,40
2016-10-15,¡º,68,231,44,79,13,38,0.95,41
2016-10-16,¡º,75,271,51,95,21,32,1.07,69
2016-10-17,¡º,61,165,37,69,11,24,1.02,64
2016-10-18,¡º,69,194,47,82,16,31,1.24,52
2016-10-19,¡º,66,169,44,80,6,30,1.23,27
2016-10-20,”≈,43,109,18,42,8,27,1.04,28
2016-10-21,¡º,52,224,24,53,11,25,0.95,32
2016-10-22,”≈,23,18,8,22,4,20,0.82,25
2016-10-23,”≈,32,81,12,31,9,23,0.97,40
2016-10-24,”≈,48,182,21,49,9,32,1.08,24
2016-10-25,”≈,46,131,18,47,10,36,1.24,9
2016-10-26,¡º,65,262,32,77,16,41,1.41,14
2016-10-27,¡º,55,244,24,64,16,47,1.49,21
2016-10-28,”≈,40,144,15,41,7,26,1.06,31
2016-10-29,”≈,24,27,9,21,5,20,0.76,42
2016-10-30,”≈,36,66,18,35,9,27,0.77,31
2016-10-31,”≈,38,97,19,38,12,33,1.05,20
2016-11-01,”≈,28,22,14,27,13,22,0.74,35
2016-11-02,”≈,43,91,21,43,15,29,0.80,45
2016-11-03,¡º,58,114,31,64,14,37,0.99,52
2016-11-04,¡º,88,210,59,122,30,55,1.18,43
2016-11-05,«·∂»Œ€»æ,127,264,95,179,41,67,1.49,57
2016-11-06,«·∂»Œ€»æ,109,205,79,128,18,47,1.18,60
2016-11-07,«·∂»Œ€»æ,104,267,77,114,18,40,1.55,51
2016-11-08,”≈,29,38,15,25,6,20,0.92,44
2016-11-09,”≈,43,136,28,41,9,27,0.73,39
2016-11-10,”≈,48,119,21,48,28,37,0.69,44
2016-11-11,¡º,63,175,29,75,42,45,0.94,33
2016-11-12,¡º,70,149,44,87,19,51,1.23,13
2016-11-13,”≈,28,3,13,27,5,26,1.01,8
2016-11-14,”≈,38,16,16,38,12,36,1.05,15
2016-11-15,«·∂»Œ€»æ,138,323,104,160,19,39,1.43,79
2016-11-16,¡º,93,238,69,107,9,32,1.25,35
2016-11-17,¡º,78,188,56,97,10,38,1.47,18
2016-11-18,¡º,71,137,46,86,21,44,1.90,13
2016-11-19,¡º,77,171,53,100,13,39,1.85,26
2016-11-20,¡º,56,132,32,63,14,41,1.71,16
2016-11-21,¡º,61,222,34,70,14,44,1.81,15
2016-11-22,”≈,34,98,17,36,7,28,1.01,26
2016-11-23,”≈,15,5,6,11,4,22,0.82,29
2016-11-24,”≈,29,47,15,28,11,23,0.76,35
2016-11-25,¡º,54,116,37,53,13,37,0.99,16
2016-11-26,¡º,51,100,29,53,10,38,0.89,32
2016-11-27,¡º,69,124,42,86,19,46,1.16,31
2016-11-28,¡º,79,158,42,107,22,43,1.10,56
2016-11-29,¡º,94,220,62,137,24,42,1.24,57
2016-11-30,¡º,94,224,68,127,19,35,1.14,59
2016-12-01,¡º,89,177,62,117,20,40,0.96,57
2016-12-02,¡º,91,173,65,128,21,46,1.07,64
2016-12-03,«·∂»Œ€»æ,140,263,105,194,31,71,1.52,34
2016-12-04,÷–∂»Œ€»æ,159,306,120,210,31,75,1.71,28
2016-12-05,÷–∂»Œ€»æ,171,328,129,232,28,59,1.84,39
2016-12-06,÷ÿ∂»Œ€»æ,202,357,155,230,22,52,1.83,64
2016-12-07,÷ÿ∂»Œ€»æ,222,357,172,283,30,82,1.89,46
2016-12-08,÷ÿ∂»Œ€»æ,214,348,165,279,39,83,1.91,41
2016-12-09,÷–∂»Œ€»æ,175,342,133,213,24,64,1.83,45
2016-12-10,«·∂»Œ€»æ,126,279,94,151,20,38,1.33,44
2016-12-11,¡º,92,176,68,114,20,46,1.16,27
2016-12-12,«·∂»Œ€»æ,140,291,106,171,35,56,1.47,13
2016-12-13,¡º,67,133,46,70,10,40,1.27,14
2016-12-14,¡º,60,175,39,59,11,27,1.04,24
2016-12-15,¡º,52,88,32,54,19,28,0.79,50
2016-12-16,¡º,85,166,62,102,31,47,1.14,48
2016-12-17,«·∂»Œ€»æ,106,181,76,138,26,64,1.39,35
2016-12-18,«·∂»Œ€»æ,101,158,70,143,27,68,1.57,27
2016-12-19,¡º,81,85,53,107,15,45,1.25,22
2016-12-20,¡º,79,102,58,81,10,54,1.89,11
2016-12-21,¡º,67,126,47,76,6,40,1.70,13
2016-12-22,¡º,61,130,41,72,11,34,1.49,47
2016-12-23,¡º,83,192,59,99,13,37,1.41,45
2016-12-24,¡º,78,148,56,92,16,38,1.22,37
2016-12-25,¡º,69,190,49,76,9,45,1.28,11
2016-12-26,”≈,21,3,10,18,4,28,0.99,12
2016-12-27,”≈,50,124,34,49,13,19,0.98,48
2016-12-28,¡º,77,195,53,78,14,31,1.08,50
2016-12-29,¡º,61,103,38,69,19,33,0.89,55
2016-12-30,¡º,85,141,61,101,19,46,1.15,43
2016-12-31,¡º,91,108,65,120,20,62,1.33,38
2017-01-01,«·∂»Œ€»æ,127,159,94,183,27,78,1.96,25
2017-01-02,«·∂»Œ€»æ,123,154,92,143,28,46,1.54,54
2017-01-03,÷–∂»Œ€»æ,180,238,136,204,31,50,1.85,59
2017-01-04,÷ÿ∂»Œ€»æ,216,280,165,251,32,61,2.02,39
2017-01-05,÷–∂»Œ€»æ,172,281,131,193,20,61,2.19,11
2017-01-06,”≈,28,10,14,27,8,29,1.16,15
2017-01-07,”≈,17,1,8,16,5,24,1.11,11
2017-01-08,”≈,30,8,14,29,5,21,1.15,37
2017-01-09,¡º,82,201,59,88,19,27,1.60,58
2017-01-10,«·∂»Œ€»æ,112,256,84,113,20,31,1.54,43
2017-01-11,«·∂»Œ€»æ,103,269,76,108,15,35,1.48,25
2017-01-12,¡º,64,165,43,66,9,32,1.39,33
2017-01-13,¡º,66,168,43,74,12,35,1.14,41
2017-01-14,¡º,93,272,68,111,23,37,1.08,55
2017-01-15,¡º,69,186,48,85,18,38,0.89,43
2017-01-16,¡º,69,146,47,84,18,36,0.97,47
2017-01-17,¡º,73,133,52,80,13,37,0.87,34
2017-01-18,¡º,88,172,65,96,15,50,1.11,12
2017-01-19,¡º,100,191,74,106,10,39,1.05,15
2017-01-20,«·∂»Œ€»æ,113,316,84,132,16,27,0.99,60
2017-01-21,¡º,76,178,39,99,21,43,0.92,43
2017-01-22,¡º,92,231,67,121,15,43,0.99,52
2017-01-23,¡º,75,156,51,92,19,34,0.98,63
2017-01-24,¡º,76,150,54,90,14,29,1.01,60
2017-01-25,¡º,72,85,51,86,13,31,1.05,41
2017-01-26,¡º,85,108,60,100,8,31,1.20,41
2017-01-27,¡º,97,179,68,116,11,20,1.16,57
2017-01-28,÷ÿ∂»Œ€»æ,222,295,175,251,35,26,1.60,53
2017-01-29,«·∂»Œ€»æ,134,291,101,145,9,21,1.39,44
2017-01-30,¡º,87,278,63,105,8,11,1.23,60
2017-01-31,¡º,63,169,44,71,11,16,0.96,53
2017-02-01,¡º,76,215,55,79,9,16,1.03,47
2017-02-02,¡º,70,172,50,72,6,15,0.89,43
2017-02-03,«·∂»Œ€»æ,110,239,82,112,9,22,1.16,32
2017-02-04,¡º,79,145,57,79,4,24,1.24,15
2017-02-05,¡º,52,79,33,54,3,19,1.22,25
2017-02-06,¡º,62,153,41,67,8,23,1.34,39
2017-02-07,¡º,77,243,56,85,12,24,1.07,46
2017-02-08,”≈,28,10,16,25,2,15,0.75,41
2017-02-09,¡º,85,270,63,80,9,20,0.85,66
2017-02-10,¡º,86,276,63,90,14,28,0.84,70
2017-02-11,¡º,88,259,63,99,23,31,0.87,76
2017-02-12,«·∂»Œ€»æ,149,315,112,168,22,60,1.32,51
2017-02-13,«·∂»Œ€»æ,104,220,75,138,16,64,1.35,50
2017-02-14,¡º,70,89,45,88,17,51,0.95,57
2017-02-15,¡º,90,130,56,128,25,63,1.40,47
2017-02-16,«·∂»Œ€»æ,118,249,83,179,30,63,1.81,56
2017-02-17,«·∂»Œ€»æ,148,328,105,222,18,48,1.89,43
2017-02-18,«·∂»Œ€»æ,107,242,79,131,9,29,1.40,35
2017-02-19,«·∂»Œ€»æ,139,256,105,188,26,50,1.78,32
2017-02-20,÷–∂»Œ€»æ,168,344,117,230,23,42,1.99,36
2017-02-21,¡º,72,259,28,93,10,22,0.81,42
2017-02-22,”≈,30,12,15,27,4,16,0.89,40
2017-02-23,¡º,68,213,48,67,11,17,1.01,62
2017-02-24,¡º,61,157,42,63,9,24,0.90,70
2017-02-25,¡º,70,191,47,82,16,40,0.94,59
2017-02-26,¡º,87,243,58,118,18,56,1.14,63
2017-02-27,¡º,79,182,52,97,20,43,1.02,80
2017-02-28,¡º,82,160,53,110,25,57,1.15,76
2017-03-01,¡º,97,287,56,142,15,53,0.98,57
2017-03-02,¡º,72,225,16,92,10,25,0.58,69
2017-03-03,¡º,89,270,41,125,25,60,0.92,40
2017-03-04,¡º,86,181,57,119,20,50,1.06,22
2017-03-05,¡º,64,147,45,65,7,23,1.07,48
2017-03-06,«·∂»Œ€»æ,102,331,75,117,11,24,1.23,74
2017-03-07,¡º,97,314,71,124,20,44,1.30,69
2017-03-08,«·∂»Œ€»æ,104,325,73,134,18,43,1.26,78
2017-03-09,¡º,93,285,57,132,18,59,1.23,59
2017-03-10,¡º,64,119,44,71,5,33,1.00,57
2017-03-11,”≈,45,48,23,46,5,23,0.99,43
2017-03-12,”≈,41,40,21,42,5,28,1.11,30
2017-03-13,”≈,41,80,18,31,3,18,1.06,60
2017-03-14,”≈,45,99,23,44,8,18,0.72,76
2017-03-15,”≈,50,86,26,52,11,27,0.70,59
2017-03-16,”≈,46,56,25,46,8,26,0.70,71
2017-03-17,”≈,49,68,31,55,6,36,0.77,31
2017-03-18,”≈,40,44,27,39,5,33,1.00,30
2017-03-19,¡º,54,97,36,57,7,39,1.33,12
2017-03-20,”≈,25,2,11,22,4,34,1.17,21
2017-03-21,”≈,44,56,21,37,6,20,0.78,71
2017-03-22,”≈,31,19,13,25,3,31,0.93,44
2017-03-23,”≈,40,37,22,39,7,27,1.06,56
2017-03-24,”≈,33,24,19,31,5,25,1.02,40
2017-03-25,”≈,46,85,19,52,10,31,0.87,40
2017-03-26,¡º,83,259,34,115,16,45,0.99,55
2017-03-27,«·∂»Œ€»æ,106,331,57,159,28,62,1.31,58
2017-03-28,¡º,78,212,43,106,17,52,1.11,39
2017-03-29,”≈,43,9,21,44,5,33,0.88,48
2017-03-30,¡º,60,120,36,68,6,47,1.13,19
2017-03-31,¡º,56,146,19,34,7,18,0.66,104
2017-04-01,¡º,73,204,45,91,16,51,0.88,72
2017-04-02,¡º,96,281,60,136,27,61,1.03,67
2017-04-03,¡º,86,228,54,121,21,62,1.17,53
2017-04-04,¡º,77,171,47,101,22,46,1.02,79
2017-04-05,¡º,89,246,57,123,38,45,0.95,81
2017-04-06,¡º,73,176,39,95,24,40,0.99,50
2017-04-07,¡º,51,75,27,54,8,35,1.51,43
2017-04-08,¡º,62,173,34,72,11,37,1.21,52
2017-04-09,”≈,45,123,21,42,7,27,1.25,56
2017-04-10,”≈,35,51,8,15,4,20,0.88,66
2017-04-11,”≈,32,17,13,24,7,23,0.91,59
2017-04-12,”≈,50,94,23,45,11,35,1.00,72
2017-04-13,¡º,82,264,50,108,23,54,1.27,69
2017-04-14,¡º,83,268,47,112,44,51,1.19,63
2017-04-15,«·∂»Œ€»æ,102,302,60,153,25,61,1.69,38
2017-04-16,¡º,80,221,49,108,17,38,1.43,46
2017-04-17,¡º,54,111,18,59,10,22,0.90,68
2017-04-18,¡º,74,189,27,95,19,28,0.92,72
2017-04-19,¡º,92,294,48,132,22,44,1.14,51
2017-04-20,¡º,52,102,23,56,10,21,0.91,73
2017-04-21,¡º,59,168,16,68,7,19,0.76,76
2017-04-22,¡º,68,194,17,73,9,29,0.80,92
2017-04-23,¡º,91,325,44,128,16,63,1.22,71
2017-04-23,¡º,91,325,44,128,16,63,1.22,71
2017-04-24,¡º,91,306,55,123,19,60,1.23,84
2017-04-25,¡º,65,204,40,82,7,39,1.09,51
2017-04-26,”≈,48,119,22,42,6,16,0.84,93
2017-04-27,¡º,60,180,28,55,9,28,0.79,99
2017-04-28,¡º,89,334,35,97,19,63,1.05,99
2017-04-29,«·∂»Œ€»æ,104,335,59,139,29,62,1.10,93
2017-04-30,«·∂»Œ€»æ,104,307,54,138,19,62,1.11,92
2017-05-01,¡º,74,177,46,93,8,39,1.02,63
2017-05-02,¡º,56,101,28,53,5,19,0.92,84
2017-05-03,¡º,66,237,41,78,8,27,1.03,67
2017-05-04,”≈,37,25,15,30,5,19,0.87,58
2017-05-05,¡º,51,66,18,48,8,32,0.95,74
2017-05-06,¡º,79,154,33,99,11,28,0.96,106
2017-05-07,¡º,95,210,51,138,9,20,1.03,99
2017-05-08,”≈,44,51,22,43,5,29,1.17,53
2017-05-09,¡º,63,192,23,67,17,29,0.98,74
2017-05-10,¡º,90,301,43,116,23,53,1.18,85
2017-05-11,¡º,87,257,50,116,20,44,1.21,75
2017-05-12,”≈,49,91,11,23,5,17,0.76,94
2017-05-13,¡º,67,187,19,63,16,42,0.90,92
2017-05-14,¡º,85,263,37,106,20,50,1.21,82
2017-05-15,¡º,79,313,48,100,14,26,1.24,116
2017-05-16,¡º,80,311,47,90,12,21,1.10,116
2017-05-17,¡º,93,291,46,92,12,30,1.08,129
2017-05-18,¡º,97,263,42,107,18,50,1.14,98
2017-05-19,¡º,78,202,46,104,20,58,1.28,67
2017-05-20,¡º,70,189,35,73,15,30,1.06,78
2017-05-20,¡º,70,189,35,73,15,30,1.06,78
2017-05-21,¡º,75,235,39,89,14,33,1.23,87
2017-05-22,¡º,67,251,45,82,9,29,1.25,60
2017-05-23,”≈,43,101,19,38,10,18,1.06,55
2017-05-24,”≈,41,85,12,26,6,15,0.91,84
2017-05-25,¡º,86,313,27,51,13,21,0.81,143
2017-05-26,¡º,76,224,23,59,14,35,0.92,114
2017-05-27,«·∂»Œ€»æ,106,299,38,110,18,57,1.26,104
2017-05-28,«·∂»Œ€»æ,108,290,43,115,15,57,1.24,104
2017-05-29,«·∂»Œ€»æ,110,304,47,117,20,50,1.24,112
2017-05-30,¡º,100,311,52,109,26,38,1.23,115
2017-05-31,¡º,88,248,64,117,49,30,1.47,90
2017-06-01,¡º,52,129,24,39,5,18,1.06,82
2017-06-02,”≈,47,114,19,39,8,16,0.83,86
2017-06-03,”≈,46,101,17,38,10,16,0.86,81
2017-06-04,”≈,35,36,9,26,7,14,0.75,68
2017-06-05,”≈,31,10,9,23,4,19,0.79,51
2017-06-06,”≈,30,12,10,28,8,28,0.90,40
2017-06-07,¡º,68,250,19,54,14,29,0.93,88
2017-06-08,¡º,74,243,30,73,10,38,1.17,83
2017-06-09,¡º,59,192,32,68,12,32,1.04,47
2017-06-10,”≈,40,129,12,38,13,23,0.71,52
2017-06-11,”≈,30,33,9,20,4,18,1.03,58
2017-06-12,”≈,26,15,9,21,5,20,1.11,48
2017-06-13,”≈,28,34,9,21,4,16,0.87,55
2017-06-14,”≈,30,30,11,24,5,19,0.74,59
2017-06-15,”≈,43,109,16,32,6,23,0.73,77
2017-06-16,”≈,44,111,13,28,5,22,0.72,82
2017-06-17,¡º,58,137,20,51,7,27,0.84,69
2017-06-18,”≈,41,57,10,34,8,25,0.85,54
2017-06-19,”≈,47,121,25,50,11,23,1.03,59
2017-06-20,¡º,70,259,46,80,18,27,0.94,71
2017-06-21,¡º,51,139,26,42,6,24,0.83,66
2017-06-22,”≈,38,93,18,37,10,19,0.73,64
2017-06-23,”≈,26,21,11,22,10,21,0.65,36
2017-06-24,”≈,22,12,8,17,5,27,0.74,30
2017-06-25,”≈,25,20,7,11,3,25,0.68,54
2017-06-26,”≈,37,71,15,29,6,30,0.84,72
2017-06-27,”≈,49,122,22,38,8,23,0.82,87
2017-06-28,”≈,41,80,17,30,11,24,0.84,75
2017-06-29,”≈,32,53,12,31,19,30,0.99,31
2017-06-30,”≈,33,77,14,32,8,30,0.81,33
2017-07-01,”≈,27,53,14,26,7,35,0.87,26
2017-07-02,”≈,29,54,13,28,13,26,0.74,24
2017-07-03,”≈,23,28,9,20,11,18,0.70,36
2017-07-04,”≈,30,42,9,25,13,19,0.68,44
2017-07-05,”≈,42,123,12,40,13,25,0.73,44
2017-07-06,”≈,40,131,13,38,14,18,0.69,42
2017-07-07,”≈,32,83,8,27,13,15,0.65,46
2017-07-08,”≈,34,88,10,33,12,15,0.69,54
2017-07-09,”≈,30,55,9,27,12,13,0.78,49
2017-07-10,”≈,32,62,11,28,12,20,0.84,43
2017-07-11,”≈,41,96,16,41,16,25,0.87,48
2017-07-12,¡º,63,199,29,66,18,27,0.87,72
2017-07-13,¡º,65,215,29,65,22,25,0.82,78
